Class,Text
8,ขอวิธีการกล้าคุยกับผู้ที่มีอายุต่างกันจากเรา
8,ขอวิธีการรับมือกับความรู้สึกว่า ตัวเองจะต้องเป็นคนแก่ในสายตาคนอื่น
8,ขอวิธีรับมือกับการถูกมอง หรือการเวทนาจากคนที่อายุน้อยกว่า เวลาเดินทางคนเดียว
8,ขอวิธีรับมือในการทำอะไรคนเดียว ในสังคมภายนอก
8,ใช้ชีวิตแบบคนชราด้วยตัวคนเดียวยังไง ในโลกภายนอก
8,ไม่อยากโดนมองว่า จะต้องเป็นภาระของคนในสังคมยังไงในโลกภายนอก
8,อยากรู้สึกว่า ตัวเองเป็นคนแก่ที่ดูแลตัวเองได้ ต้องทำยังไง
8,อยากเป็นคนวัยชราที่เวลามึคนภายนอกมองมาที่ตัวเราแล้ว รู้สึกสบายใจหรือสุขใจ
8,จะปรับตัวให้เข้ากับสังคมสมัยใหม่ยังไง
8,ทำยังไงให้ยังสนิทกับเพื่อนอยู่
8,วิธีคุยกับคนแปลกหน้า
8,สวดมนต์กับผู้สูงอายุด้วยกัน จะได้บุญจริงๆมั้ย
8,ถ้าจะต้องย้ายที่อยู่ ปรับตัวยังไงดี
8,ผู้สูงอายุจำเป็นต้องไปวัดเพื่อหาเพื่อนคุยไหม
8,คนชราแบบไหนที่ไม่สมควรจะรู้จักรู้คุยด้วยเพื่อความสนิทหรือความเป็นเพื่อน
8,สังคมแบบไหนที่ไม่สนับสนุนการมีอยู่ของคนชรา
8,วิธีใช้ชีวิตอยู่คนเดียว
8,ควรแนะนำอะไรให้ลูกหลานดี
